id,postCode,postName,postAddress,dairaName,wilayaCode,wilayaName
2212,23041,Medjez Rassoul,Cité Medjez Rassoul,Ain El Berda,23,Annaba
2213,23042,Merzoug Amar,Cité Merzoug Amar,El Hadjar,23,Annaba
2214,23043,Oued El Nil,Cité 800 Logts Bt2 Bloc 2,El Bouni,23,Annaba
2215,23044,Oued Zied,Cité Oued Zied,Berrahal,23,Annaba
2216,23045,Selmoune El Hachemi,Cité S/Hachemi,Ain El Berda,23,Annaba
2217,23046,Tacha,Vsa Tacha,Berrahal,23,Annaba
2218,23048,Annaba Edough,Cité Oued Forcha Annaba,Annaba,23,Annaba
2219,23049,El Bouni Allelik,Cité Des Orangers El Bouni,El Bouni,23,Annaba
2220,23050,Annaba Sidi Achour,Cité Sidi Achour Annaba,Annaba,23,Annaba
2221,23051,El Bouni Universite,Universite El Bouni,El Bouni,23,Annaba
2222,23052,Sidi Amar Universite,Universite Sidi Amar,El Hadjar,23,Annaba
2223,23053,Annaba Bouzered Hocine,Cité Bouzered Hocine Annaba,Annaba,23,Annaba
2224,23054,Annaba Cité Seybouse,Cité Sybouse Annaba,Annaba,23,Annaba
2225,23055,Sidi Salem El Bahri,Cité Sidi Salem,El Bouni,23,Annaba
2226,23056,El Harrouchi,El Harrouchi,Ain El Berda,23,Annaba
2227,23057,Annaba Etablissement Postal Itinerant 1,,Annaba,23,Annaba
2228,,Chabbia,Cité Chabbia,El Bouni,23,Annaba
2229,36043,Oued El Hout,Cne Oued El Hout,Berrahal,23,Annaba
2230,24000,Guelma,Cité Mohamed Tahar Seridi,Guelma,24,Guelma
2231,24001,Oued Zenati,Rue 1er Nov 1954,Oued Zenati,24,Guelma
2232,24002,Bouchegouf,Rue 1er Nov 1954,Bouchegouf,24,Guelma
2233,24003,Guelma Agabi,Cité Agabi Guelma,Guelma,24,Guelma
2234,24004,Guelma Emir Abdelkader,Cité Emir A/Kader,Guelma,24,Guelma
2235,24005,Boumahra Ahmed,Rue 1er Nov 1954,Guelaat Bousbaa,24,Guelma
2236,24006,Guelma La Maouna,Rue Chorfi Guelma,Guelma,24,Guelma
2237,24007,Hammam Debagh,Cité Ancien Gare,Hammam Debagh,24,Guelma
2238,24008,Heliopolis,Rue Khemisti Mohamed,Heliopolis,24,Guelma
2239,24009,Oued Cheham,Rue Messaadia Layachi,Hammam N'bails,24,Guelma
2240,24010,Tamlouka,Rue Hoggas Mohamed,Ain Makhlouf,24,Guelma
2241,24011,Ain Ben Beida,Cité Vsa A/B Beida,Bouchegouf,24,Guelma
2242,24012,Ain Larbi,Rue Kohaila Lakhmissi,Ain Makhlouf,24,Guelma
2243,24013,Ain Makhlouf,Cité Kara Badja Mousa,Ain Makhlouf,24,Guelma
2244,24014,Ain Regada,Rue Mohamed Aouni,Oued Zenati,24,Guelma
2245,24015,Belkheir,Cité 90 Logts Belkheir,Guelaat Bousbaa,24,Guelma
2246,24016,Ben Smih,Cité Kaf Sidi Brahim,Oued Zenati,24,Guelma
2247,24017,Bordj Sabath,Rue Mohamed Boudiaf,Oued Zenati,24,Guelma
2248,24018,Bouati Mahmoud,Rue Rabah Zerouale,Heliopolis,24,Guelma
2249,24019,El Fedjoudj,Cité Lounis Bouguerra,Heliopolis,24,Guelma
2250,24020,Guelaat Bou Sbaa,Rue 1er Nov 1954,Guelaat Bousbaa,24,Guelma
2251,24021,Guelma Ain Defla,Cité Ben Cheghaib,Guelma,24,Guelma
2252,24022,Guelma Ain Defla Sup,Cité Cheghaib Rabah,Guelma,24,Guelma
2253,24023,Guelma Cité Des Freres Rahabi,Cité Freres Rahabi,Guelma,24,Guelma
2254,24024,Hammam N'Bails,Rue Rzigui Mohamed,Hammam N'bails,24,Guelma
2255,24025,Houari Boumediene,Rue 05 Juiellet 1962,Ain Hessainia,24,Guelma
2256,24026,Medjez Sfa,Route Principal M/ Sfa,Bouchegouf,24,Guelma
2257,24027,Nechmeya,Rue Merrah Abdallah,Guelaat Bousbaa,24,Guelma
2258,24028,Roknia,Rue 20aout 55 Roknia,Hammam Debagh,24,Guelma
2259,24029,Sellaoua Announa,Rue Abdejkader Harouche,Ain Hessainia,24,Guelma
2260,24030,Ain Arko,Village Ain Arko,Ain Makhlouf,24,Guelma
2261,24031,Ain Mebarka,Rue Hemaizia Sadak,Hammam N'bails,24,Guelma
2262,24032,Ain Souda,Ain Souda,Khezaras,24,Guelma
2263,24033,Ain Trab,Ain Trab,Oued Zenati,24,Guelma
2264,24034,Bendjerrah,Cité Menguellatni Messaoud,Guelma,24,Guelma
2265,24035,Bentabouche,Cité Ben Tabouche,Ain Makhlouf,24,Guelma
2266,24036,Bled Gaffar,Cité Chourfa Ahmed,Guelaat Bousbaa,24,Guelma
2267,24037,Bouhachana,Rue Hessainia Ali,Khezaras,24,Guelma
2268,24038,Boukamouza,Village Boukamouza,Bouchegouf,24,Guelma
2269,24039,Djeballah Khemissi,Rue Hadadi Bachir,Guelaat Bousbaa,24,Guelma
2270,24040,Gasr Lattache,Cité Slah Elsoufi,Guelaat Bousbaa,24,Guelma
2271,24041,Guelaat Fiala,Rue Redhadaa Salah,Guelaat Bousbaa,24,Guelma
2272,24042,Hammam Ouled Ali,Cité 10 Logts,Heliopolis,24,Guelma
2273,24043,Medjez Ammar,Cité Salah Latrache,Ain Hessainia,24,Guelma
2274,24044,Moumena,Rue Guetmi Mabrouk,Bouchegouf,24,Guelma
2275,24045,Nador,Cité Bouchlaghem Mahdi,Hammam N'bails,24,Guelma
2276,24046,Nouadria,Rue Bourenab Khemissi,Guelma,24,Guelma
2277,24047,Oued Fragha,Rue Oudainia Mokhtar,Bouchegouf,24,Guelma
2278,24048,Oued Maiz,Cité Yahia Maghmouli,Guelma,24,Guelma
2279,24049,Ras El Akba Chtioui Ahmed,Rue Salah Dardar,Ain Hessainia,24,Guelma
2280,24051,Boudaroua,Cité Boudaroua O/Fragha,Bouchegouf,24,Guelma
2281,24052,Ain Kharouba,Village Ain Kharouba,Ain Hessainia,24,Guelma
2282,24053,Ksar El Azeb,Village Ksar El Azeb,Oued Zenati,24,Guelma
2283,24054,Guelma Universite,Universite 08 Mai 1945,Guelma,24,Guelma
2284,24055,El Magroun,El Magroun,Hammam N'bails,24,Guelma
2285,24056,Oued El Mellah,Oued El Mellah,Hammam N'bails,24,Guelma
2286,42038,Nador,Centre Ville Nador,Hammam N'bails,24,Guelma
2287,25000,Constantine 01 Novembre 1954,Place 1er Novembre 1954,Constantine,25,Constantine
2288,25001,Constantine Hafiani Alaoua,Uv N°1 Ilot 01 Cité Nouvelle Ville,Constantine,25,Constantine
2289,25002,Constantine Coudiat,"04, Rue Sellami Slimane",Constantine,25,Constantine
2290,25003,Constantine Cité Daksi,Cité Daksi Abdesselam,Constantine,25,Constantine
2291,25004,Constantine Kenez El Ouardi,Rue Abbas Mahmoud,Constantine,25,Constantine
2292,25005,El Khroub Aribi Said,Rue Hadjadj Bachir,El Khroub,25,Constantine
2293,25006,Ain Smara Bouchabou Ali,Route Nationale N°5,El Khroub,25,Constantine
2294,25007,Constantine Belouizdad,14 Bd Belouizdad,Constantine,25,Constantine
2295,25008,Constantine Cité 20 Aout 55,Cité 20 Aout 1955,Constantine,25,Constantine
2296,25009,Constantine Naoui Hacene,Rue Chebli Mohamed,Constantine,25,Constantine
2297,25010,Constantine Ben  Abderrahmane Zouaoui,Rue Karboua Abdelhamid,Constantine,25,Constantine
2298,25011,El Khroub Amar Djeffal,Cité 1013 Logts,El Khroub,25,Constantine
2299,25012,El Khroub Rabah Djeddou,Cité 1013 Logts Complexe Ptt,El Khroub,25,Constantine
2300,25013,Hamma Bouziane,Rue Nationale Houari Boumediane,Hamma Bouziane,25,Constantine
2301,25014,Zighoud Youcef,Rue De L'Independance,Zighoud Youcef,25,Constantine
2302,25015,Ain Abid,Rue Chettah Abderahmane N°8,Ain Abid,25,Constantine
2303,25016,Constantine Ali Mendjli,Cité 329 Logts   Ali Mendjeli,Constantine,25,Constantine
2304,25017,Constantine Ben Cherif Mohamed Salah,Rue Kaddour Boumedous,Constantine,25,Constantine
2305,25018,Constantine Cité Des Muriers,Cité Des Muriers,Constantine,25,Constantine
2306,25019,Constantine Cité Boussouf,Bt C N 18 Cité Boussouf,Constantine,25,Constantine
2307,25020,Constantine Emir Aek,Rue La Wilaya Cité Emir Abdelkader,Constantine,25,Constantine
2308,25021,Constantine Freres Ferad,Cité Des Freres Ferrad,Constantine,25,Constantine
2309,25022,Constantine Martyrs,Cité Des Martyrs,Constantine,25,Constantine
2310,25023,Constantine Kouira Salah,Cité Ziadia,Constantine,25,Constantine
2311,25024,Didouche Mourad,Rue Larbi Ben M'Hidi,Hamma Bouziane,25,Constantine
2312,25025,Constantine Adala Ammar,Bt 27 Cité Cnep,Constantine,25,Constantine
2313,25026,El Khroub Massinisa,Cité Massinissa,El Khroub,25,Constantine
2314,25027,Ibn Ziad,Rue 1 Er Novembre 1954,Ibn Ziad,25,Constantine
2315,25028,Ouled Rahmoune,Rue Nationale,El Khroub,25,Constantine
2316,25029,Bekira,Cité Bekira,Hamma Bouziane,25,Constantine
2317,25031,El Gourzi,03 Rue Nationale Le Gourzi,El Khroub,25,Constantine
2318,25032,Messaoud Boudjeriou,Avenue De L'Armee De Liberation Nationale,Ibn Ziad,25,Constantine
2319,25033,Ain Ben Sbaa,Ain Ben Sbaa,Hamma Bouziane,25,Constantine
2320,25034,Ain Sdari,Cité Ain Sdari,Hamma Bouziane,25,Constantine
2321,25035,Beni Hamidene,Beni Hemidene,Zighoud Youcef,25,Constantine
2322,25036,Beni Mestina,Beni Mestina,Hamma Bouziane,25,Constantine
2323,25037,Beni Yagoub,Beni Yagoub,Ain Abid,25,Constantine
2324,25038,Bordj Mehiris,Bordj Meheris,Ain Abid,25,Constantine
2325,25039,Bounouara,Bounouara,El Khroub,25,Constantine
2326,25040,El Malah,El Mallah,Ibn Ziad,25,Constantine
2327,25041,Farallah,Farallah,Ibn Ziad,25,Constantine
2328,25042,Guettar El Aich Saadi M'Barek,Guettar El Aich,El Khroub,25,Constantine
2329,25043,Kadri Brahim,Kadri Brahim,El Khroub,25,Constantine
2330,25044,Kaidi Abdallah,Kaidi Abdellah,Hamma Bouziane,25,Constantine
2331,25045,Kehalcha Kebar,Kehalcha Kebbar,Ain Abid,25,Constantine
2332,25046,Kesar Leklal,Kesara Leklal,Hamma Bouziane,25,Constantine
2333,25047,Lamaamra 20 Aout 55,Lamamra 20 Aout 1955,Ain Abid,25,Constantine
2334,25048,Lembleche  Darsouni Said,Lambleche,El Khroub,25,Constantine
2335,25049,Ouled Rahmoune Gare,Ouled Rahmoune,El Khroub,25,Constantine
2336,25051,Salah Derradji,Salah Derrdji,El Khroub,25,Constantine
2337,25052,Sidi Larbi,Sidi Larbi,Zighoud Youcef,25,Constantine
2338,25053,Zehana,Zehana,Ain Abid,25,Constantine
2339,25054,Haricha Ammar Bourayou Rabah,Cité H'Richa,El Khroub,25,Constantine
2340,25055,El Khroub Boudebza Ammar,Cité 901 Logt Khroub,El Khroub,25,Constantine
2341,25056,Ain Abid El Boustene,Cité Boustene Ain Abid,Ain Abid,25,Constantine
2342,25058,Constantine El Istiklal,Rue 384 Logt Aadl Sorest Ali Mendjeli,Constantine,25,Constantine
2343,25059,Cheurfi Salah,Cité Oued Lahdjar,Hamma Bouziane,25,Constantine
2344,25060,Constantine Aouati Mostefa,Avenue Aouati Mustafa,Constantine,25,Constantine
2345,25061,Hamma Bouziane Zegrour Larbi,Localite Zegrour Larbi,Hamma Bouziane,25,Constantine
2346,25062,Constantine Boughambouz Rabah,,Constantine,25,Constantine
2347,25063,El Khroub Massinisa 19 Mars 1962,El Khroub Massinisa 19 Mars 1962,El Khroub,25,Constantine
2348,25064,Constantine Fadloune Abdelaziz,,Constantine,25,Constantine
2349,25065,Constantine Universite 3,"Universite 3,Constantine",Constantine,25,Constantine
2350,25066,Constantine Etablissement Postal Itinerant 1,,Constantine,25,Constantine
2351,,Constantine Ain El Bey,Aeroport Ain El Bey,Constantine,25,Constantine
2352,,Constantine El Gammas,Cité 500 Logts El Gammas,Constantine,25,Constantine
2353,,Constantine Labiod Mohamed,Cité Hlm Sidi Mabrouk Inferieur,Constantine,25,Constantine
2354,,Constantine Loucif,Cité Mohamed Loucif Bt A1,Constantine,25,Constantine
2355,,Constantine Saidani,Rue Saadani Belle Vue,Constantine,25,Constantine
2356,,Constantine Terre,5eme Region Militaire,Constantine,25,Constantine
2357,,Zighoud Youcef Nord,Zighoud Youcef,Zighoud Youcef,25,Constantine
2358,,Constantine Universite,Universite Nlle Ville Ali Mendjeli,Constantine,25,Constantine
2359,46007,El Malah,Bd Med Khemisti,Ibn Ziad,25,Constantine
2360,26000,Medea,Place 1 Nov Medea,Medea,26,Médéa
2361,26001,Beni Slimane,Place Des Martyrs Beni Slimane,Beni Slimane,26,Médéa
2362,26002,Berrouaghia,Avenue De La Republique Berrouaghia,Berrouaghia,26,Médéa
2363,26003,Ksar El Boukhari,Boulvard Mohamed Khemisti K E B,Ksar El Boukhari,26,Médéa
2364,26004,Tablat,Rue Mohamed Khemisti Tablat,Tablat,26,Médéa
2365,26005,Ain Boucif,Rue Cherfi Halima Ain Boucif,Ain Boucif,26,Médéa
2366,26006,Berrouaghia Batem,Cité Djeddi Abdelkader Berrouaghia,Berrouaghia,26,Médéa
2367,26007,Chellalet El Adhaoura,Rue 1 Nov Chellalat El Adhaoura,Chellalat El Adhaoura,26,Médéa
2368,26008,El Omaria,Rue Si Tayeb El Djoughlali El Omaria,El Omaria,26,Médéa
2369,26009,Medea Ould Immam,Rue De Laghouat Medea,Medea,26,Médéa
2370,26010,Ain Boucif 5 Juillet,Ain Boucif 5 Juillet,Ain Boucif,26,Médéa
2371,26011,Ain D'Hab,Ain D'Hab Medea,Medea,26,Médéa
2372,26012,Ben Chicao,Ben Chicao Centre,Ouzera,26,Médéa
2373,26013,Boghar,Boghar Centre,Ouled Antar,26,Médéa
2374,26014,Bouchrahil,Bouchrahil Centre,Sidi Naamane,26,Médéa
2375,26015,Derrag,Derrag Centre,Aziz,26,Médéa
2376,26016,Djouab,Louanes Abdelkader Djouab,Souaghi,26,Médéa
2377,26017,Draa Essemar,Draa Esmar Centre,Medea,26,Médéa
2378,26018,El Azizia,El Azizia Centre,El Azizia,26,Médéa
2379,26019,Ouzera,Rue Principale Ouzera,Ouzera,26,Médéa
2380,26020,Souagui,Rue Chahid Boukhors Souagui,Souaghi,26,Médéa
2381,26021,Zoubiria,Zoubiria Centre,Seghouane,26,Médéa
2382,26022,Aissaouia,Aissaouia Centre,Tablat,26,Médéa
2383,26023,Boughzoul,Boughzoul Centre,Chahbounia,26,Médéa
2384,26024,Bourrouaghia 1er Novembre,Cité 1 Nov Berrouaghia,Berrouaghia,26,Médéa
2385,26025,Bouskene,Bouskene Centre,Beni Slimane,26,Médéa
2386,26026,Chahbounia,Chahbounia Centre,Chahbounia,26,Médéa
2387,26027,Hannacha,Hannacha Centre,Ouamri,26,Médéa
2388,26028,Ksar El Boukhari Belkheiret Mohamed,Quartier Belkheiret Mansour K E B,Ksar El Boukhari,26,Médéa
2389,26029,Ksar El Boukhari Chaoui Nadir,Quartier Romanat K E B,Ksar El Boukhari,26,Médéa
2390,26030,Maarik El Malah,El Guelb Kebir Centre,Guelb El Kebir,26,Médéa
2391,26031,Medea Merdjechkir,Cité Merdjechkir Medea,Medea,26,Médéa
2392,26032,Mihoub,Mihoub Centre,El Azizia,26,Médéa
2393,26033,Moudjebeur,Moudjbeur Centre,Seghouane,26,Médéa
2394,26034,Ouamri,Ouamri Centre,Ouamri,26,Médéa
2395,26035,Ouled Antar,Ouled Antar Centre,Ouled Antar,26,Médéa
2396,26036,Ouled Brahim,Ouled Brahim Centre,El Omaria,26,Médéa
2397,26037,Ouled Hellal,Ouled Hellal Centre,Ouled Antar,26,Médéa
2398,26038,Ouled Maareuf,Ouled Maareuf Centre,Ain Boucif,26,Médéa
2399,26039,Rebaia,Rebaia Centre,Berrouaghia,26,Médéa
2400,26040,Sebt Aziz,Sebt Aziz Centre,Aziz,26,Médéa
2401,26041,Seghouane,Seghouane Centre,Seghouane,26,Médéa
2402,26042,Seriat,Mezghana Centre,Aziz,26,Médéa
2403,26044,Allali Messaoud,Ouled Deid Centre,Berrouaghia,26,Médéa
2404,26045,Si Mahdjoub,Si Mahdjoub Centre,Si Mahdjoub,26,Médéa
2405,26046,Tletat Ed Douair,Tletat Eddouair Centre,Seghouane,26,Médéa
2406,26047,Vieux Ksar,Vieux Ksar,Ksar El Boukhari,26,Médéa
2407,26048,Ain Ouksir,Ain Ouksir Centre,Chellalat El Adhaoura,26,Médéa
2408,26049,Ain Tletat,El M'Fatha Centre,Ksar El Boukhari,26,Médéa
2409,26050,Baata,Baata Centre,El Omaria,26,Médéa
2410,26051,Benia,Benia Centre,Ain Boucif,26,Médéa
2411,26052,Berrouaghia Oued Gholat,Quartier Oued El Gholat Berrouaghia,Berrouaghia,26,Médéa
2412,26053,Bir Ben Abed,Bir Ben Abed Centre,Guelb El Kebir,26,Médéa
2413,26055,Bouaichoune,Bouaichoune Centre,Si Mahdjoub,26,Médéa
2414,26056,Brahimi Mohamed,Rue Assistance Ben Chicao,Ouzera,26,Médéa
2415,26057,Cheniguel,Cheniguel Centre,Chellalat El Adhaoura,26,Médéa
2416,26058,Deux Bassins,Deux Bassins Centre,Tablat,26,Médéa
2417,26060,El Hamdania,El Hamdania Centre,Ouzera,26,Médéa
2418,26061,Harbil,Oued Harbil Centre,Ouamri,26,Médéa
2419,26062,Khams Djouamaa,Khams Djouamaa Centre,Sidi Naamane,26,Médéa
2420,26063,Maghraoua,Maghraoua Centre,El Azizia,26,Médéa
2421,26064,Ouled Bouachra,Ouled Bouachera Centre,Si Mahdjoub,26,Médéa
2422,26065,Oum El Djellil,Oum El Djellil Centre,Aziz,26,Médéa
2423,26066,Rezarza,Quartier Rezarza Medea,Medea,26,Médéa
2424,26067,Saneg,Saneg Centre,Ksar El Boukhari,26,Médéa
2425,26068,Sedraia,Sedraia Centre,Guelb El Kebir,26,Médéa
2426,26069,Sidi Damed,Sidi Damed Centre,Ain Boucif,26,Médéa
2427,26070,Sidi Errabie,Sidi Errabie Centre,Beni Slimane,26,Médéa
2428,26071,Sidi Mahieddine,Sidi Mahieddine Village,Sidi Naamane,26,Médéa
2429,26072,Sidi Zahar,Sidi Zahar Centre,Souaghi,26,Médéa
2430,26074,Tafraout,Tafraout Centre,Chellalat El Adhaoura,26,Médéa
2431,26075,Tamesguida,Tamesguida Centre,Medea,26,Médéa
2432,26076,Tizi Mahdi,Tizi Mahdi Centre,Ouzera,26,Médéa
2433,26077,Ksar El Boukhari Mekkaoui Othmane,Cité Zobra Ksar El Boukhari,Ksar El Boukhari,26,Médéa
2434,26078,Medea Takbou,Quartier Takbou Medea,Medea,26,Médéa
2435,26079,Kermet Chiha,Ouled Hellal Centre,Ouled Antar,26,Médéa
2436,26080,El Gouea,El Gouea Village,Seghouane,26,Médéa
2437,26081,Ouled El Hadj,Ouled El Hadj Village,Guelb El Kebir,26,Médéa
2438,26082,Medea Universite,Universite Docteur Yahia Fares Medea,Medea,26,Médéa
2439,26083,Medea Yahia Fares,Pole Universitaire Yahia Fares Medea,Medea,26,Médéa
2440,26084,Medea Gare Routiere,Gare Routiere Medea,Medea,26,Médéa
2441,26085,Medea Wahiba Kebaili,Quartier M'Sallah Medea,Medea,26,Médéa
2442,26086,Medea Hassan Ben Mouloud,Quartier Kouala Medea,Medea,26,Médéa
2443,26087,Medea Residence Universitaire 1 500 Lits,Pole Universitaire Yahia Fares Medea,Medea,26,Médéa
2444,26088,Medea Residence Universitaire 2 000 Lits,Pole Universitaire Yahia Fares Medea,Medea,26,Médéa
2445,26089,Beni Slimane Hachemaoui Messaoud,,Beni Slimane,26,Médéa
2446,26090,Medea Rouis Bachir,,Medea,26,Médéa
2447,,Berrouaghia Terre,Ecole D'Application De Defense Aerienne Du Territoire  Berrouaghia,Berrouaghia,26,Médéa
2448,27000,Mostaganem,Square Boudjemaa Mohamed,Mostaganem,27,Mostaganem
2449,27001,Ain Tedeles,Rue De L'Hopital,Ain Tedeles,27,Mostaganem
2450,27003,Bouguirat,Rue Gacem Abdellah,Bouguirat,27,Mostaganem
2451,27004,Hassi Mameche,Rue Cdt Zaghloul,Hassi Mameche,27,Mostaganem
2452,27005,Khadra,Route Nationale Nâ° 11,Achaacha,27,Mostaganem
2453,27006,Most. Adda Benguettat,Rue Bensaadoune Menaouer,Mostaganem,27,Mostaganem
2454,27007,Sidi Lakhdar,Rue Des Martyres,Sidi Lakhdar,27,Mostaganem
2455,27008,Ben Abdelmalek Ramdane,Cte Souk El Fellah,Sidi Lakhdar,27,Mostaganem
2456,27009,Achaacha,Rue Amrani Laid Nâ° 10,Achaacha,27,Mostaganem
2457,27010,Ain Nouissy,26 Rue Ouali Zoubir,Ain Nouicy,27,Mostaganem
2458,27011,Ain Tedeles Benraoum Hammou,Cité Houari Boumedienne,Ain Tedeles,27,Mostaganem
2459,27012,Benchohra Ghali,Route D'Oran Cia Mostaganem,Mostaganem,27,Mostaganem
2460,27013,Bled Touahria,Route De Sirat,Mesra,27,Mostaganem
2461,27014,Fornaka,11 Rue Yagoub Djelti,Ain Nouicy,27,Mostaganem
2462,27015,Hadjadj,Rue Mohamed Benchahba,Sidi Lakhdar,27,Mostaganem
2463,27016,Kheirdine,Rue Des Aures,Kheir Eddine,27,Mostaganem
2464,27017,Mazagran,Rue Des Ecoles Nâ° 1,Hassi Mameche,27,Mostaganem
2465,27018,Mesra,Rue Du Marche,Mesra,27,Mostaganem
2466,27019,Mostaganem 5 Juillet,Bt 52 Cité 5 Juillet Mosta.,Mostaganem,27,Mostaganem
2467,27020,Oued El Kheir,Rue Begloul Mokhtar Nâ°21/5,Ain Tedeles,27,Mostaganem
2468,27021,Sirat,Route Nationale,Bouguirat,27,Mostaganem
2469,27022,Sour,Rue Chemouma Aek Nâ°2,Ain Tedeles,27,Mostaganem
2470,27023,Stidia,Rue Si Tarik,Hassi Mameche,27,Mostaganem
2471,27024,Ain Sidi Cherif,Ain Sidi Cherif Centre,Mesra,27,Mostaganem
2472,27025,Mostaganem Debdaba,Debdaba Centre,Mostaganem,27,Mostaganem
2473,27026,Nekmaria,Nekhmaria Centre,Achaacha,27,Mostaganem
2474,27027,Ouled Boughalem,Ouled Boughalem Centre,Achaacha,27,Mostaganem
2475,27028,Ouled Maallah,Ouled Maallah Centre,Sidi Ali,27,Mostaganem
2476,27029,Sidi Belattar,Rue De La Poste,Ain Tedeles,27,Mostaganem
2477,27030,Achasta Amor,Achasta Amor Centre,Ain Tedeles,27,Mostaganem
2478,27031,Ain Boudinar,Ain Boudinar Centre,Kheir Eddine,27,Mostaganem
2479,27032,Ain Tounin,Ain Tounin Centre,Sidi Ali,27,Mostaganem
2480,27033,Beni Yahi,Benyahi Centre,Ain Nouicy,27,Mostaganem
2481,27034,Cheraifia,Cheraifia Centre,Achaacha,27,Mostaganem
2482,27035,El Hassiane,Route Nationale Nâ° 24,Ain Nouicy,27,Mostaganem
2483,27036,Ferna Mansourah,Ferna Mansourah Centre,Mesra,27,Mostaganem
2484,27037,Louza,Louza Centre,Ain Nouicy,27,Mostaganem
2485,27038,Ouled Baroudi,Ouled Barroudi Centre,Sidi Lakhdar,27,Mostaganem
2486,27039,Ouled Bouziane,Ouled Bouziane Centre,Sidi Ali,27,Mostaganem
2487,27040,Ouled Chafaa,Ouled Chafaa Centre,Bouguirat,27,Mostaganem
2488,27041,Ouled Hamdane,Ouled Hamdane Centre,Ain Nouicy,27,Mostaganem
2489,27042,Ouled Hamou,Ouled Hamou Centre,Kheir Eddine,27,Mostaganem
2490,27043,Oureah,Oureah Centre,Hassi Mameche,27,Mostaganem
2491,27045,Sayada,Sayada Centre,Kheir Eddine,27,Mostaganem
2492,27046,Souaflias,Souaflias Centre,Bouguirat,27,Mostaganem
2493,27047,Takourt Tazgait,Takourt Tazgait Centre,Sidi Ali,27,Mostaganem
2494,27048,Hassi Mameche Douar Djedid,Douar Djedid Centre,Hassi Mameche,27,Mostaganem
2495,27049,Mazagran Hai Djedid,Hai Djedid Mazagran,Hassi Mameche,27,Mostaganem
2496,27050,Enaro Lazreg Abdallah,Enaro Centre,Mesra,27,Mostaganem
2497,27051,Djafria Benjebour Charef,Djaafria Centre,Mesra,27,Mostaganem
2498,27052,Kedadra,Kedadra Centre,Ain Nouicy,27,Mostaganem
2499,27053,Belhadri 5 Juillet 62,Belhadri Centre,Ain Tedeles,27,Mostaganem
2500,27054,Garoucha Chemouma A,Guerroucha Centre,Ain Tedeles,27,Mostaganem
2501,27055,Menasria,Menasria,Ain Tedeles,27,Mostaganem
2502,27056,Ouled El Bachir,Ouled El Bachir,Kheir Eddine,27,Mostaganem
2503,27057,Mostaganem Douar Aizeb,Aizeb Centre,Mostaganem,27,Mostaganem
2504,27058,Mostaganem Berber Senia,Colonel Lotfi Ex Raisin Ville,Mostaganem,27,Mostaganem
2505,27059,Mostaganem Colonel Lotfi,Cité Universitaire,Mostaganem,27,Mostaganem
2506,27060,Mostaganem Port,Route Du Port,Mostaganem,27,Mostaganem
2507,27061,Mostaganem Gare Routiere,La Gare Routiere,Mostaganem,27,Mostaganem
2508,27062,Mostaganem Maaraf Abdellah,Centre Ville Mostaganem,Mostaganem,27,Mostaganem
2509,27063,Sidi Ali Fezari Ali,"Rue 19 Mars 1962, Sidi Ali, Mostaganem",Sidi Ali,27,Mostaganem
2510,27064,Mostaganem Tigditt,Cité 800 Logements,Mostaganem,27,Mostaganem
2511,27065,Rouaouna,Rouaouna,Sidi Lakhdar,27,Mostaganem
2512,27066,Ben Abdelmalek Ramdane Douidi Hammou,,Sidi Lakhdar,27,Mostaganem
2513,,Mostaganem Gare,Les 400 Logements,Mostaganem,27,Mostaganem
2514,,Mostaganem Bordji Amar,Cité Belvedere,Mostaganem,27,Mostaganem
2515,,Mostaganem Salamandre,La Salamandre Centre,Mostaganem,27,Mostaganem
2516,,Mostaganem Cité Universitaire Chemouma,Cité Universitaire,Mostaganem,27,Mostaganem
2517,,Mostaganem Ecole Navale,Caserne Militaire Route De Mazagran,Mostaganem,27,Mostaganem
2518,44027,Sidi Lakhdar,Rue 1er Novembre,Sidi Lakhdar,27,Mostaganem
2519,28000,M'Sila,Cité Administrative,M'sila,28,M'Sila
2520,28001,Bou Saada,Centre Ville,Bousaada,28,M'Sila
2521,28002,Sidi Aissa,Centre Ville,Sidi Aissa,28,M'Sila
2522,28003,Ain El Hadjel,Route D'Alger,Ain El Hadjel,28,M'Sila
2523,28004,Ain El Melh,Centre Ville,Ain El Melh,28,M'Sila
2524,28005,Hammam Dalaa,Centre Ville,Hammam Dalaa,28,M'Sila
2525,28006,Magra,Centre Ville,Magra,28,M'Sila
2526,28007,M'Sila Hodna,Avenue Colonel Amirouche,M'sila,28,M'Sila
2527,28008,Ain El Khadra,Centre Ville,Magra,28,M'Sila
2528,28009,Ben Srour,Centre Ville,Ben Srour,28,M'Sila
2529,28010,Berhoum,Centre Ville,Magra,28,M'Sila
2530,28011,Bichara,Centre Ville,Ouled Derradj,28,M'Sila
2531,28012,Bou Saada Houari Boumediene,Route De Biskra,Bousaada,28,M'Sila
2532,28013,Bou Saada Nacereddine Dinet,Cité Chaabani,Bousaada,28,M'Sila
2533,28014,Chellal,Chellal,Chellal,28,M'Sila
2534,28015,El Hamel,El Hamel,Bousaada,28,M'Sila
2535,28016,Medjedel,Medjedel,Medjedel,28,M'Sila
2536,28017,Melouza,Melouza,Hammam Dalaa,28,M'Sila
2537,28018,M'Sila Chebilia,Cité 504 Lots,M'sila,28,M'Sila
